Player,Name,Birth Place,Birth Date,Team,Position
http://dbpedia.org/resource/Cabeção_(footballer),Cabeção,http://dbpedia.org/resource/Brazil,1930-08-23,http://dbpedia.org/resource/Brazil_national_football_team,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Cabeção,http://dbpedia.org/resource/Brazil,1930-08-23,http://dbpedia.org/resource/Associação_Portuguesa_de_Desportos,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Cabeção,http://dbpedia.org/resource/Brazil,1930-08-23,http://dbpedia.org/resource/Bangu_A.C.,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Cabeção,http://dbpedia.org/resource/Brazil,1930-08-23,http://dbpedia.org/resource/S.C._Corinthians_Paulista,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Cabeção,http://dbpedia.org/resource/São_Paulo,1930-08-23,http://dbpedia.org/resource/Brazil_national_football_team,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Cabeção,http://dbpedia.org/resource/São_Paulo,1930-08-23,http://dbpedia.org/resource/Associação_Portuguesa_de_Desportos,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Cabeção,http://dbpedia.org/resource/São_Paulo,1930-08-23,http://dbpedia.org/resource/Bangu_A.C.,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Cabeção,http://dbpedia.org/resource/São_Paulo,1930-08-23,http://dbpedia.org/resource/S.C._Corinthians_Paulista,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Luís Morais,http://dbpedia.org/resource/Brazil,1930-08-23,http://dbpedia.org/resource/Brazil_national_football_team,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Luís Morais,http://dbpedia.org/resource/Brazil,1930-08-23,http://dbpedia.org/resource/Associação_Portuguesa_de_Desportos,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Luís Morais,http://dbpedia.org/resource/Brazil,1930-08-23,http://dbpedia.org/resource/Bangu_A.C.,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Luís Morais,http://dbpedia.org/resource/Brazil,1930-08-23,http://dbpedia.org/resource/S.C._Corinthians_Paulista,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Luís Morais,http://dbpedia.org/resource/São_Paulo,1930-08-23,http://dbpedia.org/resource/Brazil_national_football_team,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Luís Morais,http://dbpedia.org/resource/São_Paulo,1930-08-23,http://dbpedia.org/resource/Associação_Portuguesa_de_Desportos,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Luís Morais,http://dbpedia.org/resource/São_Paulo,1930-08-23,http://dbpedia.org/resource/Bangu_A.C.,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabeção_(footballer),Luís Morais,http://dbpedia.org/resource/São_Paulo,1930-08-23,http://dbpedia.org/resource/S.C._Corinthians_Paulista,http://dbpedia.org/resource/Goalkeeper_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Brazil,1980-02-19,http://dbpedia.org/resource/Bonsucesso_Futebol_Clube,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Brazil,1980-02-19,http://dbpedia.org/resource/Ituano_Futebol_Clube,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Brazil,1980-02-19,http://dbpedia.org/resource/Esporte_Clube_Ipitanga_da_Bahia,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Brazil,1980-02-19,http://dbpedia.org/resource/Al-Arabi_SC_(Qatar),http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Brazil,1980-02-19,http://dbpedia.org/resource/Esporte_Clube_Vitória,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Brazil,1980-02-19,http://dbpedia.org/resource/FC_Tokyo,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Brazil,1980-02-19,http://dbpedia.org/resource/Gyeongnam_FC,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Brazil,1980-02-19,http://dbpedia.org/resource/Umm-Salal_Sports_Club,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,"http://dbpedia.org/resource/Salvador,_Bahia",1980-02-19,http://dbpedia.org/resource/Bonsucesso_Futebol_Clube,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,"http://dbpedia.org/resource/Salvador,_Bahia",1980-02-19,http://dbpedia.org/resource/Ituano_Futebol_Clube,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,"http://dbpedia.org/resource/Salvador,_Bahia",1980-02-19,http://dbpedia.org/resource/Esporte_Clube_Ipitanga_da_Bahia,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,"http://dbpedia.org/resource/Salvador,_Bahia",1980-02-19,http://dbpedia.org/resource/Al-Arabi_SC_(Qatar),http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,"http://dbpedia.org/resource/Salvador,_Bahia",1980-02-19,http://dbpedia.org/resource/Esporte_Clube_Vitória,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,"http://dbpedia.org/resource/Salvador,_Bahia",1980-02-19,http://dbpedia.org/resource/FC_Tokyo,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,"http://dbpedia.org/resource/Salvador,_Bahia",1980-02-19,http://dbpedia.org/resource/Gyeongnam_FC,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,"http://dbpedia.org/resource/Salvador,_Bahia",1980-02-19,http://dbpedia.org/resource/Umm-Salal_Sports_Club,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Bahia,1980-02-19,http://dbpedia.org/resource/Bonsucesso_Futebol_Clube,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Bahia,1980-02-19,http://dbpedia.org/resource/Ituano_Futebol_Clube,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Bahia,1980-02-19,http://dbpedia.org/resource/Esporte_Clube_Ipitanga_da_Bahia,http://dbpedia.org/resource/Forward_(association_football)
http://dbpedia.org/resource/Cabore,Cabore,http://dbpedia.org/resource/Bahia,1980-02-19,http://dbpedia.org/resource/Al-Arabi_SC_(Qatar),http://dbpedia.org/resource/Forward_(association_football)
